,movie_title,title_year,director_name,actor_1_name,duration,facenumber_in_poster,budget,gross,imdb_score,num_voted_users,num_user_for_reviews,num_critic_for_reviews,director_facebook_likes,movie_facebook_likes,actor_1_facebook_likes,cast_total_facebook_likes
2230,The Words,2012,Brian Klugman,J.K. Simmons,102,0.5,6000000,11434867,7.1,59637,130,216,49,21000,24000,51355
2231,City Island,2009,Raymond De Felitta,Ezra Miller,104,2.0,6000000,6670712,7.4,27301,101,149,20,0,3000,3825
2233,The Virgin Suicides,1999,Sofia Coppola,Kirsten Dunst,90,0.5,6000000,4859475,7.2,116910,520,152,0,0,4000,7103
2235,Wish I Was Here,2014,Zach Braff,Jim Parsons,106,2.0,6000000,3588432,6.7,29341,93,149,0,0,17000,18947
2236,Hedwig and the Angry Inch,2001,John Cameron Mitchell,John Cameron Mitchell,95,0.5,6000000,3029081,7.8,26300,231,108,263,0,263,993
2238,Shattered Glass,2003,Billy Ray,Hayden Christensen,99,0.5,6000000,2207975,7.2,28855,190,129,53,0,4000,8297
2240,The Wackness,2008,Jonathan Levine,Mary-Kate Olsen,99,2.0,6000000,2077046,7.0,27266,75,147,129,0,976,2748
2243,The Greatest,2009,Shana Feste,Jennifer Ehle,96,2.0,6000000,115862,6.7,7394,50,63,19,0,1000,2163
2244,Come Early Morning,2006,Joey Lauren Adams,Tim Blake Nelson,97,0.5,6000000,117560,6.2,2330,29,36,781,224,596,1081
2245,Lucky Break,2001,Peter Cattaneo,James Nesbitt,107,0.5,6000000,54606,6.2,1940,34,47,11,30,773,2440
2247,Deadfall,2012,Stefan Ruzowitzky,Charlie Hunnam,95,0.5,12000000,65804,6.3,32512,86,162,24,0,16000,27575
2249,Bend It Like Beckham,2002,Gurinder Chadha,Archie Panjabi,112,0.5,3500159,32541719,6.7,89806,438,161,98,0,883,2201
2250,Sunshine State,2002,John Sayles,Miguel Ferrer,141,2.0,5600000,3064356,6.9,3433,81,68,407,160,688,2584
2253,Shine,1996,Scott Hicks,Noah Taylor,105,0.5,5500000,35811509,7.7,43013,104,71,96,0,509,888
2254,Don Jon,2013,Joseph Gordon-Levitt,Joseph Gordon-Levitt,90,0.5,3000000,24475193,6.6,190494,314,364,23000,33000,23000,44265
2255,Ghost World,2001,Terry Zwigoff,Scarlett Johansson,111,0.5,7000000,6200756,7.4,96129,488,122,72,5000,19000,34106
2256,Iris,2001,Richard Eyre,Kate Winslet,91,0.5,5500000,1292119,7.1,14786,144,100,14,0,14000,16768
2257,Mambo Italiano,2003,mile Gaudreault,Paul Sorvino,92,0.5,5000000,6239558,6.7,5548,67,67,9,352,636,1033
2258,Wonderland,2003,James Cox,Alexis Dziena,104,0.5,5000000,1056102,6.6,18792,153,91,10,1000,715,1315
2263,Saint Ralph,2004,Michael McGowan,Campbell Scott,98,0.5,6000000,795126,7.6,4976,52,47,12,989,393,955
2264,Insidious: Chapter 2,2013,James Wan,Lin Shaye,106,0.5,5000000,83574831,6.6,109214,269,318,0,35000,852,2975
2265,Saw II,2005,Darren Lynn Bousman,Emmanuelle Vaugier,95,0.5,4000000,87025093,6.6,188679,864,250,163,0,1000,4134
2266,10 Cloverfield Lane,2016,Dan Trachtenberg,Bradley Cooper,104,0.5,15000000,71897215,7.3,126893,440,411,16,33000,14000,14504
2267,Jackass: The Movie,2002,Jeff Tremaine,Bam Margera,87,0.5,5000000,64267897,6.6,67992,327,106,79,0,608,1770
2268,Lights Out,2016,David F. Sandberg,Billy Burke,81,0.5,4900000,56536016,6.9,13523,95,159,26,0,2000,3344
2273,Monster,2003,Patty Jenkins,Charlize Theron,109,2.0,4500000,34468224,7.3,105568,533,185,260,0,9000,11736
2275,Dallas Buyers Club,2013,Jean-Marc Valle,Matthew McConaughey,117,0.5,5000000,27296514,8.0,326494,340,471,212,65000,11000,17738
2278,Oculus,2013,Mike Flanagan,James Lafferty,104,0.5,5000000,27689474,6.5,85688,339,336,59,23000,972,2071
2279,Clerks II,2006,Kevin Smith,Ethan Suplee,97,2.0,5000000,24138847,7.4,114797,472,174,0,0,1000,2990
2280,Billy Elliot,2000,Stephen Daldry,Julie Walters,110,0.5,5000000,21994911,7.7,98354,433,151,335,0,838,1122
2281,The Way Way Back,2013,Nat Faxon,Steve Carell,103,0.5,5000000,21501098,7.4,115813,216,276,214,22000,7000,8375
2284,The Apostle,1997,Robert Duvall,John Beasley,134,0.5,5000000,20733485,7.2,11622,157,95,3000,1000,205,428
2285,Our Idiot Brother,2011,Jesse Peretz,Zooey Deschanel,90,0.5,5000000,24809547,6.4,74875,115,179,37,11000,11000,15710
2287,"As Above, So Below",2014,John Erick Dowdle,Ben Feldman,93,0.5,5000000,21197315,6.1,49948,211,196,66,14000,1000,1410
2288,Eve's Bayou,1997,Kasi Lemmons,Jurnee Smollett-Bell,109,2.0,6000000,14821531,7.3,6915,209,31,148,599,2000,3843
2289,Still Alice,2014,Richard Glatzer,Kristen Stewart,101,0.5,5000000,18656400,7.5,86077,195,309,25,45000,17000,19673
2293,Shaun of the Dead,2004,Edgar Wright,Peter Serafinowicz,99,2.0,4000000,13464388,8.0,395921,859,246,1000,19000,605,1686
2295,Lone Star,1996,John Sayles,Matthew McConaughey,135,2.0,5000000,13269963,7.6,23202,173,68,407,0,11000,11400
2301,Sunshine Cleaning,2008,Christine Jeffs,Clifton Collins Jr.,91,0.5,8000000,12055108,6.9,61151,134,195,19,0,968,2528
2302,No Escape,2015,John Erick Dowdle,Sterling Jerins,103,0.5,5000000,27285953,6.8,48675,214,203,66,16000,155,259
2304,Not Easily Broken,2009,Bill Duke,Eddie Cibrian,99,0.5,8000000,10572742,6.1,2326,21,45,1000,738,849,2269
2307,Saved!,2004,Brian Dannelly,Macaulay Culkin,92,2.0,5000000,8786715,6.9,40274,324,121,12,0,3000,5668
2310,Slums of Beverly Hills,1998,Tamara Jenkins,Natasha Lyonne,91,0.5,5000000,5480318,6.6,9427,79,60,84,462,1000,2691
2311,Made,2001,Jon Favreau,Jon Favreau,95,2.0,5000000,5308707,6.4,15053,165,81,4000,393,4000,5245
2312,Moon,2009,Duncan Jones,Kevin Spacey,97,0.5,5000000,5009677,7.9,260607,485,415,0,47000,18000,19404
2313,Sea Rex 3D: Journey to a Prehistoric World,2010,Ronan Chapalain,Norbert Ferrer,41,0.5,5000000,4074023,6.9,296,4,7,0,89,55,55
2314,The Sweet Hereafter,1997,Atom Egoyan,Bruce Greenwood,112,0.5,5000000,4306697,7.7,26720,196,120,460,920,990,2820
2315,Bottle Shock,2008,Randall Miller,Alan Rickman,110,0.5,5000000,4040588,6.8,12233,89,109,19,0,25000,25676
2318,Everything Must Go,2010,Dan Rush,Will Ferrell,97,0.5,5000000,2711210,6.4,40305,86,155,7,0,8000,10517
2319,Zero Effect,1998,Jake Kasdan,Kim Dickens,116,2.0,5000000,1980338,7.0,12366,151,81,52,507,624,1209
2321,Kill the Messenger,2014,Michael Cuesta,Jeremy Renner,112,0.5,5000000,2445646,7.0,32382,99,163,52,13000,10000,12897
2322,Rabbit Hole,2010,John Cameron Mitchell,Dianne Wiest,91,0.5,5000000,2221809,7.0,40618,144,248,263,0,967,1582
2323,Party Monster,2003,Fenton Bailey,Macaulay Culkin,98,0.5,5000000,296665,6.3,12675,158,39,13,0,3000,5185
2324,Green Room,2015,Jeremy Saulnier,Alia Shawkat,95,0.5,5000000,3219029,7.1,28845,125,322,57,10000,727,1836
2326,Bottle Rocket,1996,Wes Anderson,Andrew Wilson,91,0.5,7000000,1040879,7.1,54478,184,83,0,0,387,648
2327,Albino Alligator,1996,Kevin Spacey,Viggo Mortensen,97,2.0,5000000,326308,6.1,6632,69,37,18000,225,10000,13718
2328,"Lovely, Still",2008,Nicholas Fackler,Adam Scott,90,0.5,5000000,124720,7.3,1560,15,27,6,777,3000,4987
2329,Desert Blue,1998,Morgan J. Freeman,Ethan Suplee,90,2.0,2000000,99147,6.2,1884,28,31,204,69,1000,3207
2330,The Visit,2015,M. Night Shyamalan,Ocean James,94,0.5,5000000,65069140,6.2,65299,455,371,0,27000,432,1010
2331,Redacted,2007,Brian De Palma,Mike Figueroa,90,0.5,5000000,65087,6.2,8824,108,133,0,559,343,408
2332,Rudderless,2014,William H. Macy,Billy Crudup,105,0.5,5000000,37440,7.5,12672,60,44,0,0,745,1986
2333,Sling Blade,1996,Billy Bob Thornton,Robert Duvall,148,0.5,890000,24475416,8.0,72443,309,104,0,0,3000,3967
2335,Tristram Shandy: A Cock and Bull Story,2005,Michael Winterbottom,Steve Coogan,94,0.5,2800000,1247453,6.8,11202,123,122,187,750,1000,3690
2336,Take Shelter,2011,Jeff Nichols,Katy Mixon,121,0.5,5000000,1729969,7.4,68211,219,359,337,14000,982,1520
2341,25th Hour,2002,Spike Lee,Philip Seymour Hoffman,108,0.5,15000000,13060843,7.7,149528,454,202,0,0,22000,26050
2342,Bound,1996,Lana Wachowski,Christopher Meloni,109,0.5,4500000,3798532,7.4,41138,208,120,0,2000,3000,3668
2346,Spun,2002,Jonas kerlund,Patrick Fugit,106,0.5,2000000,410241,6.8,32357,199,92,68,3000,835,2110
2347,Mean Machine,2001,Barry Skolnick,Jason Statham,99,0.5,2500000,92191,6.5,29463,84,54,0,0,26000,29325
2351,The Sweeney,2012,Nick Love,Hayley Atwell,112,2.0,3000000,26345,6.1,16445,99,111,63,0,2000,4810
2352,Whale Rider,2002,Niki Caro,Keisha Castle-Hughes,101,0.5,6000000,20772796,7.6,34232,346,149,51,0,446,497
2356,Lost in Translation,2003,Sofia Coppola,Scarlett Johansson,101,0.5,4000000,44566004,7.8,321283,1848,265,0,17000,19000,32015
2358,Monster's Ball,2001,Marc Forster,Heath Ledger,112,0.5,4000000,31252964,7.1,71495,522,153,395,0,13000,13707
2360,Leaving Las Vegas,1995,Mike Figgis,Nicolas Cage,111,0.5,3600000,31968347,7.6,93894,286,123,81,0,12000,14823
2362,The Kids Are All Right,2010,Lisa Cholodenko,Josh Hutcherson,106,0.5,3500000,20803237,7.1,110616,291,323,450,16000,14000,18645
2364,Boyhood,2014,Richard Linklater,Ellar Coltrane,165,0.5,4000000,25359200,8.0,266020,836,548,0,92000,230,673
2365,Scoop,2006,Woody Allen,Scarlett Johansson,96,0.5,4000000,10515579,6.7,66840,248,177,11000,0,19000,20132
2368,The Cooler,2003,Wayne Kramer,Estella Warren,101,0.5,3200000,8243880,7.0,28714,215,157,47,762,658,3086
2370,The Rules of Attraction,2002,Roger Avary,Ian Somerhalder,110,2.0,4000000,6525762,6.7,44339,425,143,675,0,16000,19928
2371,Four Rooms,1995,Allison Anders,Salma Hayek,110,2.0,4000000,4301331,6.7,78241,177,51,99,0,4000,7921
2372,Secretary,2002,Steven Shainberg,Jeremy Davies,104,0.5,4000000,4046737,7.1,67949,390,163,30,15000,769,2251
2374,Waiting for Guffman,1996,Christopher Guest,Catherine O'Hara,84,0.5,4000000,2892582,7.6,22697,202,50,378,0,925,3559
2376,You Kill Me,2007,John Dahl,Philip Baker Hall,93,0.5,4000000,2426851,6.5,16224,76,121,131,830,497,776
2377,Thumbsucker,2005,Mike Mills,Kelli Garner,96,0.5,4000000,1325073,6.6,18762,91,114,101,708,730,1208
2378,Mirrormask,2005,Dave McKean,Stephanie Leonidas,101,0.5,4000000,864959,6.9,20275,151,116,21,0,420,1215
2380,Poolhall Junkies,2002,Mars Callahan,Chazz Palminteri,99,2.0,4000000,562059,7.0,8535,113,41,60,872,979,3130
2382,Joe,2013,David Gordon Green,Nicolas Cage,117,2.0,4000000,371897,6.9,36494,118,232,234,11000,12000,13607
2383,Shooting Fish,1997,Stefan Schwartz,Peter McNamara,99,2.0,3000000,302204,6.6,6705,53,43,13,167,419,975
2385,Psycho Beach Party,2000,Robert Lee King,Lauren Ambrose,85,0.5,1500000,265107,6.3,4617,93,51,0,614,945,2282
2386,The Big Tease,1999,Kevin Allen,Craig Ferguson,86,0.5,4000000,185577,6.3,2133,31,33,8,182,759,2805
2387,Trust,2010,David Schwimmer,Noah Emmerich,106,0.5,9500000,58214,7.0,34224,137,109,0,10000,617,916
2388,An Everlasting Piece,2000,Barry Levinson,Anna Friel,103,2.0,14000000,75078,6.3,1398,26,34,272,132,736,1403
2390,Adore,2013,Anne Fontaine,Robin Wright,112,0.5,16000000,317125,6.2,23334,87,141,105,0,18000,25269
2391,Stake Land,2010,Jim Mickle,Connor Paolo,98,0.5,650000,18469,6.5,34263,141,215,53,0,530,1038
2394,Desert Dancer,2014,Richard Raymond,Tom Cullen,104,0.5,4000000,143653,6.0,1177,10,31,10,0,507,1281
2395,Defendor,2009,Peter Stebbings,Michael Kelly,95,0.5,3500000,37606,6.8,31836,90,78,89,0,963,2658
2396,The History Boys,2006,Nicholas Hytner,Dominic Cooper,109,0.5,2000000,2706659,6.9,17770,172,112,13,0,3000,5977
2397,The Full Monty,1997,Peter Cattaneo,Tom Wilkinson,91,2.0,3500000,45857453,7.2,82232,174,122,11,0,1000,2323
2399,Friday,1995,F. Gary Gray,Nia Long,97,0.5,3500000,27900000,7.3,74626,157,20,473,8000,826,3455
2402,The Witch,2015,Robert Eggers,Julian Richings,92,0.5,3500000,25138292,6.8,66483,452,425,22,43000,648,1122
2404,She's the One,1996,Edward Burns,John Mahoney,96,2.0,3500000,9449219,6.1,13949,98,43,0,453,385,995
2405,Gods and Monsters,1998,Bill Condon,Brendan Fraser,105,2.0,3500000,6390032,7.5,24977,229,127,386,0,3000,4238
2408,Ira & Abby,2006,Robert Cary,Frances Conroy,101,2.0,3500000,220234,6.5,1950,24,30,0,360,827,3574
2409,Winter Passing,2005,Adam Rapp,Zooey Deschanel,98,2.0,3500000,101228,6.4,7228,53,50,9,414,11000,20009
2412,Time to Choose,2015,Charles Ferguson,Jane Goodall,100,0.5,3500000,29233,7.0,75,2,6,117,121,21,24
2413,Margin Call,2011,J.C. Chandor,Kevin Spacey,107,2.0,3500000,5354039,7.1,92599,225,290,78,21000,18000,22834
2414,Choke,2008,Clark Gregg,Anjelica Huston,92,0.5,3000000,2926565,6.5,28573,72,159,0,0,1000,3608
2416,Human Traffic,1999,Justin Kerrigan,Danny Dyer,99,2.0,2200000,104257,7.1,19194,160,47,8,0,798,1430
2417,Bella,2006,Alejandro Monteverde,Armando Riesco,91,0.5,3300000,8108247,7.4,9607,174,60,38,0,625,2747
2418,Dreaming of Joseph Lees,1999,Eric Styles,Samantha Morton,92,0.5,2000000,7680,6.4,704,18,16,4,100,631,2020
2419,Beginners,2010,Mike Mills,Goran Visnjic,105,2.0,3200000,5776314,7.2,73349,142,261,101,15000,1000,2016
2421,The Original Kings of Comedy,2000,Spike Lee,Bernie Mac,115,0.5,3000000,38168022,6.6,4687,83,53,0,290,1000,1964
2423,Waking Ned Devine,1998,Kirk Jones,James Nesbitt,91,0.5,3000000,24788807,7.4,21245,213,94,52,0,773,1965
2427,Sinister,2012,Scott Derrickson,Danielle Kotch,110,0.5,3000000,48056940,6.8,155153,524,411,301,58000,1000,2239
2433,Dave Chappelle's Block Party,2005,Michel Gondry,Common,100,0.5,3000000,11694528,7.2,7721,72,114,1000,635,989,2165
2436,Before Midnight,2013,Richard Linklater,Seamus Davey-Fitzpatrick,109,0.5,3000000,8114507,7.9,95362,270,405,0,62000,140,328
2439,Real Women Have Curves,2002,Patricia Cardoso,America Ferrera,90,0.5,3000000,5844929,7.0,6000,109,75,15,595,953,2510
2440,East Is East,1999,Damien O'Donnell,Archie Panjabi,96,0.5,1900000,4170647,6.9,14548,161,82,70,1000,883,1616
2442,Kama Sutra: A Tale of Love,1996,Mira Nair,Indira Varma,109,0.5,3000000,4109095,6.0,8239,92,33,300,0,729,1292
2445,Thirteen Conversations About One Thing,2001,Jill Sprecher,Matthew McConaughey,104,2.0,4500000,3287435,7.1,8603,115,79,11,430,11000,12250
2447,Basquiat,1996,Julian Schnabel,Gary Oldman,108,2.0,3300000,2961991,6.9,15885,78,42,232,0,10000,11459
2448,Happiness,1998,Todd Solondz,Philip Seymour Hoffman,134,2.0,3000000,3000000,7.8,55329,499,148,377,0,22000,36859
2449,DysFunktional Family,2003,George Gallo,Eddie Griffin,89,0.5,3000000,2223990,6.6,761,14,23,269,26,489,539
2450,Letters to God,2010,David Nixon,Robyn Lively,110,0.5,3500000,2848578,6.3,3942,65,19,13,0,439,1567
2451,Hobo with a Shotgun,2011,Jason Eisener,Gregory Smith,86,2.0,3000000,703002,6.1,37495,230,272,59,37000,694,1249
2456,Just Looking,1999,Jason Alexander,Gretchen Mol,97,0.5,3000000,39852,6.7,1238,25,20,700,117,599,1030
2458,Boynton Beach Club,2005,Susan Seidelman,Dyan Cannon,105,2.0,1500000,3123749,6.5,746,27,35,39,88,267,1231
2459,Freakonomics,2010,Heidi Ewing,Greg Crowe,93,0.5,3000000,100675,6.4,5695,23,73,4,0,875,2305
2460,Hustle & Flow,2005,Craig Brewer,Isaac Hayes,116,0.5,8000000,22201636,7.4,33567,206,159,153,0,275,727
2464,Ulee's Gold,1997,Victor Nunez,Peter Fonda,113,0.5,2700000,9054736,7.1,5744,57,61,9,381,402,787
2468,Beer League,2006,Frank Sebastiano,Joe Lo Truglio,86,2.0,2800000,475000,6.0,6930,53,20,3,323,833,2753
2471,That Thing You Do!,1996,Tom Hanks,Tom Hanks,149,2.0,26000000,25809813,6.9,50311,212,75,15000,0,15000,28713
2473,Kevin Hart: Let Me Explain,2013,Leslie Small,David Jason Perez,75,0.5,2500000,32230907,6.7,6062,30,26,15,0,1000,1385
2475,Garden State,2004,Zach Braff,Armando Riesco,102,2.0,2500000,26781723,7.6,187595,978,205,0,0,625,1655
2477,Jesus' Son,1999,Alison Maclean,Billy Crudup,107,0.5,2500000,1282084,7.0,6221,87,74,7,500,745,2125
2478,Robot & Frank,2012,Jake Schreier,Frank Langella,89,2.0,2500000,3325638,7.1,52509,84,252,14,13000,902,1980
2479,The Spectacular Now,2013,James Ponsoldt,Shailene Woodley,95,0.5,2500000,6851969,7.1,105591,178,220,53,10000,8000,10040
2481,Religulous,2008,Larry Charles,Bill Maher,101,0.5,2500000,12995673,7.7,52286,345,197,119,24000,334,338
2482,Fuel,2008,Joshua Tickell,Larry David,112,0.5,2500000,173783,7.6,578,34,14,9,588,860,1252
2483,Valley of the Heart's Delight,2006,Tim Boxell,Bruce McGill,100,2.0,2500000,118666,6.6,91,3,3,10,144,655,1064
2485,8: The Mormon Proposition,2010,Reed Cowan,Dustin Lance Black,80,0.5,2500000,99851,7.1,1138,30,28,0,0,191,210
2486,The Other End of the Line,2008,James Dodson,Larry Miller,106,2.0,14000000,115504,6.2,4820,26,22,8,0,611,1739
2487,Super,2010,James Gunn,Linda Cardellini,96,0.5,2500000,322157,6.8,61787,203,238,571,19000,2000,4590
2488,Get on the Bus,1996,Spike Lee,Bernie Mac,120,2.0,2400000,5731103,6.8,4100,35,28,0,352,1000,5963
2489,This Is England,2006,Shane Meadows,Stephen Graham,101,0.5,1500000,327919,7.7,99177,192,172,222,11000,1000,3282
2495,Mi America,2015,Robert Fontaine,Michael Derek,125,0.5,2100000,3330,7.2,22,1,4,7,305,128,214
2497,It Follows,2014,David Robert Mitchell,Maika Monroe,100,0.5,2000000,14673301,6.9,112899,631,533,421,45000,314,1062
2499,Boys Don't Cry,1999,Kimberly Peirce,Alicia Goranson,118,0.5,2000000,11533945,7.6,77551,434,123,108,0,173,563
2500,Courageous,2011,Alex Kendrick,Ben Davies,129,2.0,2000000,34522221,7.0,15401,175,34,589,10000,690,2300
2501,Smoke Signals,1998,Chris Eyre,Michael Greyeyes,89,2.0,2000000,6719300,7.2,8224,132,56,149,0,912,3163
2502,Before Sunset,2004,Richard Linklater,Vernon Dobtcheff,80,0.5,2700000,5792822,8.0,168398,492,211,0,13000,50,65
2503,Thirteen,2003,Catherine Hardwicke,Holly Hunter,100,2.0,1500000,4599680,6.8,68222,545,126,308,0,1000,2186
2504,Me and You and Everyone We Know,2005,Miranda July,Najarra Townsend,91,0.5,2000000,3885134,7.4,31130,243,151,244,0,538,1349
2505,We Are Your Friends,2015,Max Joseph,Vanessa Lengies,96,0.5,2000000,3590010,6.1,20885,60,158,31,0,804,3013
2506,Harsh Times,2005,David Ayer,J.K. Simmons,116,2.0,2000000,3335839,7.0,54657,222,118,453,0,24000,50313
2510,Shortbus,2006,John Cameron Mitchell,Sook-Yin Lee,101,2.0,2000000,1984378,6.5,27346,206,160,263,0,71,226
2513,The Diary of a Teenage Girl,2015,Marielle Heller,Alexander Skarsgrd,102,2.0,2000000,1477002,6.9,16645,72,168,22,0,10000,11184
2515,Inside Deep Throat,2005,Fenton Bailey,Hugh M. Hefner,89,0.5,2000000,653621,6.8,5615,64,123,13,592,373,1136
2517,Six-String Samurai,1998,Lance Mungia,Jeffrey Falcon,91,0.5,2000000,124494,6.7,5613,102,51,4,0,33,36
2520,The Missing Person,2009,Noah Buschel,Merritt Wever,95,2.0,1500000,17580,6.2,1268,23,66,8,195,529,2749
2521,London,2005,Hunter Richards,Jason Statham,92,2.0,14000,12667,6.6,19336,90,34,11,0,26000,39518
2522,Sherrybaby,2006,Laurie Collyer,Brad William Henke,96,0.5,2000000,198407,6.6,10282,78,78,38,474,363,774
2523,Gangster's Paradise: Jerusalema,2008,Ralph Ziman,Rapulana Seiphemo,119,2.0,2000000,4958,7.8,9689,23,30,5,1000,29,86
2526,Northfork,2003,Michael Polish,Peter Coyote,103,0.5,1900000,1420578,6.4,4894,122,60,35,298,548,2389
2527,Man on Wire,2008,James Marsh,Paul McGill,90,0.5,1000000,2957978,7.8,40481,134,194,120,0,41,68
2528,Brotherly Love,2015,Jamal Hill,Logan Browning,89,2.0,1900000,444044,7.2,744,19,10,47,1000,628,4249
2529,Beasts of the Southern Wild,2012,Benh Zeitlin,Quvenzhan Wallis,93,0.5,1800000,12784397,7.3,70336,269,663,188,31000,2000,2658
2530,Songcatcher,2000,Maggie Greenwald,Aidan Quinn,109,0.5,1800000,3050934,7.3,2794,78,39,9,0,767,2187
2531,The Greatest Movie Ever Sold,2011,Morgan Spurlock,Quentin Tarantino,90,0.5,1500000,638476,6.6,13223,45,130,293,0,16000,32405
2532,May,2002,Lucky McKee,James Duval,93,0.5,500000,145540,6.7,26773,277,114,75,0,701,2489
2533,In the Bedroom,2001,Todd Field,Tom Wilkinson,138,0.5,1700000,35918429,7.5,32415,510,179,143,951,1000,3970
2534,I Spit on Your Grave,2010,Steven R. Monroe,Sarah Butler,105,0.5,2000000,92401,6.3,56402,209,225,68,17000,635,2423
2535,"Happy, Texas",1999,Mark Illsley,Ally Walker,98,2.0,1700000,1943649,6.3,8697,122,77,3,374,349,2095
2536,My Summer of Love,2004,Pawel Pawlikowski,Paddy Considine,86,0.5,1700000,992238,6.8,16349,103,124,84,869,680,763
2537,Yes,2004,Sally Potter,Shirley Henderson,100,0.5,1000000,396035,6.9,2725,48,76,87,305,887,2721
2540,Waitress,2007,Adrienne Shelly,Lew Temple,108,0.5,2000000,19067631,7.1,37714,204,173,191,0,597,1981
2542,Kids,1995,Larry Clark,Rosario Dawson,91,0.5,1500000,7417210,7.0,59041,408,71,184,0,3000,3310
2543,The Squid and the Whale,2005,Noah Baumbach,William Baldwin,88,0.5,1500000,7362100,7.4,60295,232,110,387,0,436,479
2544,Kissing Jessica Stein,2001,Charles Herman-Wurmfeld,Scott Cohen,97,0.5,1000000,7022940,6.7,14018,190,110,0,682,378,1173
2546,Buffalo '66,1998,Vincent Gallo,Anjelica Huston,110,2.0,1500000,2365931,7.5,36657,318,106,787,0,1000,4762
2547,Insidious,2010,James Wan,Lin Shaye,103,0.5,1500000,53991137,6.8,202800,752,445,0,60000,852,3030
2548,The Ballad of Jack and Rose,2005,Rebecca Miller,Beau Bridges,112,0.5,1500000,712294,6.7,9408,68,75,58,608,552,859
2550,Session 9,2001,Brad Anderson,Paul Guilfoyle,100,0.5,1500000,373967,6.5,43839,481,127,122,0,210,469
2551,I Want Someone to Eat Cheese With,2006,Jeff Garlin,Jessy Schram,80,0.5,1500000,194568,6.2,2963,28,32,522,0,813,2179
2552,Stolen Summer,2002,Pete Jones,Brian Dennehy,91,0.5,1500000,119841,6.5,2419,55,31,18,304,954,3901
2553,My Name Is Bruce,2007,Bruce Campbell,Ted Raimi,84,0.5,1500000,173066,6.3,21379,88,100,0,0,634,1238
2555,Road Hard,2015,Adam Carolla,Jay Mohr,98,0.5,1500000,105943,6.1,1351,11,14,102,212,563,2628
2557,Pontypool,2008,Bruce McDonald,Stephen McHattie,95,0.5,1500000,3478,6.7,22212,142,178,49,0,413,721
2559,Incident at Loch Ness,2004,Zak Penn,Zak Penn,94,0.5,1400000,36830,6.6,3291,63,60,87,400,87,256
2561,Trees Lounge,1996,Steve Buscemi,Steve Buscemi,95,0.5,1300000,695229,7.2,11369,65,43,12000,872,12000,14420
2562,The Basket,1999,Rich Cowan,Eric Dane,105,2.0,1300000,609042,6.5,449,38,14,7,117,2000,3475
2564,The Hebrew Hammer,2003,Jonathan Kesselman,Judy Greer,87,0.5,1000000,19539,6.2,4182,53,35,4,3000,2000,6227
2568,Saw,2004,James Wan,Michael Emerson,103,0.5,1200000,55153403,7.7,299127,1509,287,0,0,2000,5161
2569,Super Troopers,2001,Jay Chandrasekhar,Geoffrey Arend,100,0.5,1200000,18488314,7.1,76151,333,100,422,0,816,2893
2570,You Can Count on Me,2000,Kenneth Lonergan,Matthew Broderick,111,0.5,1200000,9180275,7.7,22145,231,122,50,756,2000,4288
2571,But I'm a Cheerleader,1999,Jamie Babbit,Natasha Lyonne,85,0.5,1200000,2199853,6.6,19986,186,99,91,0,1000,4289
2572,Home Run,2013,David Boyd,Vivica A. Fox,113,2.0,1200000,2859955,6.0,2417,32,10,29,0,890,2681
2574,Blue Like Jazz,2012,Steve Taylor,Jason Marsden,108,0.5,1200000,594904,6.0,2582,89,38,14,0,1000,1805
2575,Down and Out with the Dolls,2001,Kurt Voss,Lemmy,88,0.5,1200000,58936,6.1,91,4,12,0,27,268,318
2577,Waiting...,2005,Rob McKittrick,Ryan Reynolds,94,2.0,3000000,16101109,6.8,76467,236,91,6,0,16000,19957
2578,Dead Man's Shoes,2004,Shane Meadows,Paddy Considine,90,0.5,695393,6013,7.7,39929,207,99,222,0,680,1311
2580,Dracula: Pages from a Virgin's Diary,2002,Guy Maddin,Sarah Murphy-Dyson,73,0.5,1600000,39659,7.0,1555,32,58,126,131,14,21
2581,Beyond the Black Rainbow,2010,Panos Cosmatos,Chris Gauthier,110,0.5,1100000,56129,6.1,6555,82,97,22,0,434,645
2589,Transamerica,2005,Duncan Tucker,Kevin Zegers,103,2.0,1000000,9013113,7.4,36321,230,169,2,0,2000,3192
2592,The Sessions,2012,Ben Lewin,W. Earl Brown,95,2.0,1000000,5997134,7.2,36381,126,337,20,11000,422,1899
2593,Next Stop Wonderland,1998,Brad Anderson,Philip Seymour Hoffman,104,0.5,1000000,3386698,6.7,4195,86,38,122,392,22000,23461
2594,Frozen River,2008,Courtney Hunt,Charlie McDermott,97,0.5,1000000,2508841,7.2,21746,93,181,33,0,496,994
2595,20 Feet from Stardom,2013,Morgan Neville,Sheryl Crow,91,0.5,1000000,4946250,7.4,9540,80,149,9,14000,130,198
2597,Walking and Talking,1996,Nicole Holofcener,Kevin Corrigan,86,2.0,1000000,1277257,6.8,2629,32,18,132,227,778,2400
2598,Who Killed the Electric Car?,2006,Chris Paine,Ed Begley Jr.,92,0.5,1000000,1677838,7.7,11283,155,87,2,0,783,1447
2599,The Broken Hearts Club: A Romantic Comedy,2000,Greg Berlanti,Justin Theroux,94,0.5,1000000,1744858,7.0,6084,120,51,112,671,1000,3085
2600,Slam,1998,Marc Levin,Sonja Sohn,100,0.5,1000000,982214,7.2,1976,51,16,12,603,245,295
