,movie_title,title_year,director_name,actor_1_name,duration,facenumber_in_poster,budget,gross,imdb_score,num_voted_users,num_user_for_reviews,num_critic_for_reviews,director_facebook_likes,movie_facebook_likes,actor_1_facebook_likes,cast_total_facebook_likes
1561,Beastly,2011,Daniel Barnz,Alex Pettyfer,86,1,17000000,27854896,5.6,64190,129,148,33,16000,15000,17396
1562,The Hills Have Eyes,2006,Alexandre Aja,Dan Byrd,108,0,15000000,41777564,6.4,129719,855,265,192,0,1000,4500
1563,Dickie Roberts: Former Child Star,2003,Sam Weisman,Kevin Grevioux,98,1,17000000,22734486,5.6,11815,117,75,39,320,593,2713
1564,"McFarland, USA",2015,Niki Caro,Morgan Saylor,129,0,17000000,44469602,7.4,23480,83,113,51,21000,427,952
1565,Pitch Perfect,2012,Jason Moore,Anna Kendrick,112,4,17000000,64998368,7.2,213898,250,223,36,36000,10000,12676
1566,Summer Catch,2001,Michael Tollin,Marc Blucas,108,2,34000000,19693891,4.9,12993,107,50,19,476,973,3344
1567,A Simple Plan,1998,Sam Raimi,Gary Cole,121,1,17000000,16311763,7.5,50656,416,125,0,0,989,2365
1568,They,2002,Robert Harmon,Alexander Gould,89,0,17000000,12693621,4.8,10885,271,81,11,814,1000,4060
1569,Larry the Cable Guy: Health Inspector,2006,Trent Cooper,Thomas F. Wilson,89,2,4000000,15655665,3.1,9104,112,37,0,110,690,2135
1570,The Adventures of Elmo in Grouchland,1999,Gary Halvorson,Vanessa Williams,73,0,17000000,11634458,5.8,2045,37,44,11,339,1000,2020
1571,Brooklyn's Finest,2009,Antoine Fuqua,Don Cheadle,132,1,17000000,27154426,6.7,52852,138,197,847,4000,3000,6317
1572,Evil Dead,2013,Fede Alvarez,Lou Taylor Pucci,96,0,17000000,54239856,6.5,125016,789,543,201,70000,394,673
1573,My Life in Ruins,2009,Donald Petrie,Nia Vardalos,98,1,17000000,8662318,5.9,15033,75,112,80,0,567,2016
1574,American Dreamz,2006,Paul Weitz,Judy Greer,107,6,19000000,7156725,5.5,22639,217,153,80,300,2000,5992
1575,Superman IV: The Quest for Peace,1987,Sidney J. Furie,Jim Broadbent,134,6,17000000,15681020,3.6,33570,259,94,22,1000,1000,3007
1576,Shanghai Surprise,1986,Jim Goddard,Victor Wong,97,0,17000000,2315683,3.0,4081,28,21,3,154,400,805
1577,The Illusionist,2006,Neil Burger,Rufus Sewell,110,3,16000000,39825798,7.6,295375,645,236,168,15000,3000,4210
1578,Roar,1981,Noel Marshall,Tippi Hedren,102,0,17000000,2000000,6.4,1275,27,50,4,0,634,1262
1579,The Apparition,2012,Todd Lincoln,Julianna Guill,83,1,17000000,4930798,4.1,16268,108,145,57,0,465,730
1580,My Girl,1991,Howard Zieff,Macaulay Culkin,102,1,16500000,59847242,6.8,55895,115,31,6,0,3000,5433
1581,Fur: An Imaginary Portrait of Diane Arbus,2006,Steven Shainberg,Robert Downey Jr.,122,2,16800000,220914,6.5,13239,97,105,30,0,21000,25173
1583,Wall Street,1987,Oliver Stone,Hal Holbrook,126,2,15000000,43848100,7.4,119150,219,114,0,0,826,1607
1584,Sense and Sensibility,1995,Ang Lee,Alan Rickman,136,2,16500000,42700000,7.7,78392,196,69,0,0,25000,41059
1585,Becoming Jane,2007,Julian Jarrold,Anne Hathaway,120,1,16500000,18663911,7.1,46204,151,150,11,0,11000,12554
1586,Sydney White,2007,Joe Nussbaum,Danny Strong,108,2,16500000,11702090,6.3,37700,50,72,18,0,714,2785
1587,House of Sand and Fog,2003,Vadim Perelman,Frances Fisher,126,0,15000000,13005485,7.6,56665,469,158,26,0,638,2282
1588,Dumb & Dumber,1994,Peter Farrelly,Lauren Holly,113,2,16000000,127175354,7.3,288451,438,84,137,0,879,2985
1589,When Harry Met Sally...,1989,Rob Reiner,Bruno Kirby,89,0,16000000,92823600,7.6,149108,273,114,0,0,227,485
1590,The Verdict,1982,Sidney Lumet,Charlotte Rampling,129,0,16000000,54000000,7.8,26310,154,79,0,0,844,2330
1591,Road Trip,2000,Todd Phillips,Ethan Suplee,94,5,15600000,68525609,6.5,132963,302,103,480,0,1000,3889
1592,Varsity Blues,1999,Brian Robbins,Paul Walker,106,0,16000000,52885587,6.4,35312,267,67,48,0,23000,23369
1593,The Unborn,2009,David S. Goyer,Gary Oldman,89,1,16000000,42638165,4.8,42182,230,178,687,0,10000,12183
1594,Moonrise Kingdom,2012,Wes Anderson,Bruce Willis,94,2,16000000,45507053,7.8,237848,377,487,0,71000,13000,27911
1595,The Texas Chainsaw Massacre: The Beginning,2006,Jonathan Liebesman,Matt Bomer,83,0,16000000,39511038,5.9,56269,366,196,473,0,20000,26402
1596,The Young Messiah,2016,Cyrus Nowrasteh,Clive Russell,111,0,18500000,6462576,5.4,1449,30,24,19,0,241,824
1597,The Master of Disguise,2002,Perry Andelin Blake,Jennifer Esposito,80,2,16000000,40363530,3.3,18254,307,56,11,1000,911,3058
1598,See Spot Run,2001,John Whitesell,Leslie Bibb,94,0,35000000,33357476,5.4,7392,53,51,14,393,1000,4194
1599,Baby Boy,2001,John Singleton,Mo'Nique,130,2,16000000,28734552,6.4,9566,81,41,309,1000,939,3107
1600,The Roommate,2011,Christian E. Christiansen,Leighton Meester,91,1,16000000,37300107,4.8,29147,115,138,26,0,3000,5349
1601,Joe Dirt,2001,Dennie Gordon,Brittany Daniel,91,0,17700000,27087695,5.9,41664,205,78,29,0,861,2543
1602,Double Impact,1991,Sheldon Lettich,Bolo Yeung,110,2,15000000,30102717,5.5,28736,72,40,23,0,633,874
1603,Hot Fuzz,2007,Edgar Wright,Bill Bailey,121,1,8000000,23618786,7.9,352695,687,285,1000,17000,175,485
1604,The Women,2008,Diane English,Jada Pinkett Smith,114,4,16500000,26896744,4.9,16582,125,124,15,0,851,3485
1606,Boys and Girls,2000,Robert Iscove,Alyson Hannigan,94,3,16000000,20627372,5.3,13661,134,67,7,487,3000,3451
1607,White Oleander,2002,Peter Kosminsky,Patrick Fugit,109,0,16000000,16346122,7.2,25549,171,103,7,0,835,2572
1608,Jennifer's Body,2009,Karyn Kusama,J.K. Simmons,107,1,16000000,16204793,5.1,92712,294,300,45,6000,24000,24805
1609,Drowning Mona,2000,Nick Gomez,Will Ferrell,96,0,16000000,15427192,5.6,11768,148,84,22,492,8000,11078
1610,Radio Days,1987,Woody Allen,Mike Starr,88,0,16000000,14792779,7.6,24256,91,64,11000,0,854,1653
1612,Remember Me,2010,Allen Coulter,Robert Pattinson,113,0,16000000,19057024,7.2,113963,361,158,47,24000,21000,22088
1613,How to Deal,2003,Clare Kilner,Dylan Baker,101,1,16000000,14108518,5.7,8215,95,46,6,371,812,1882
1614,My Stepmother Is an Alien,1988,Richard Benjamin,Jon Lovitz,105,0,20000000,13854000,5.2,21079,55,15,121,818,11000,14677
1615,Philadelphia,1993,Jonathan Demme,Denzel Washington,125,2,26000000,77324422,7.7,178731,261,68,438,0,18000,33865
1616,Duets,2000,Bruce Paltrow,Lochlyn Munro,112,0,15000000,4734235,6.0,8217,123,65,28,573,555,1227
1617,Hollywood Ending,2002,Woody Allen,Woody Allen,112,0,16000000,4839383,6.6,21613,148,109,11000,762,11000,12766
1618,Detroit Rock City,1999,Adam Rifkin,Natasha Lyonne,95,0,15000000,4193025,6.8,30682,194,42,89,0,1000,2518
1619,Highlander,1986,Russell Mulcahy,Christopher Lambert,110,1,16000000,5900000,7.2,98629,316,112,85,0,1000,1852
1620,Things We Lost in the Fire,2007,Susanne Bier,Alison Lohman,118,1,16000000,2849142,7.2,24104,88,146,369,0,1000,1889
1621,The Immigrant,2013,James Gray,Jeremy Renner,120,3,16000000,1984743,6.6,20616,70,230,115,0,10000,11019
1622,The White Countess,2005,James Ivory,Vanessa Redgrave,135,0,16000000,1666262,6.7,5321,78,64,133,356,898,2096
1623,Trance,2013,Danny Boyle,Rosario Dawson,101,0,20000000,2319187,7.0,92640,212,393,0,23000,3000,5056
1624,Soul Plane,2004,Jessy Terrero,Mo'Nique,92,9,16000000,13922211,4.4,18271,150,75,29,0,939,3935
1625,Good,2008,Vicente Amorim,Viggo Mortensen,92,1,15000000,23091,6.2,5664,42,67,6,921,10000,11091
1626,Vamps,2012,Amy Heckerling,Taylor Negron,92,2,16000000,2964,5.1,7444,42,54,143,0,1000,3086
1627,The Homesman,2014,Tommy Lee Jones,Barry Corbin,122,1,16000000,2428883,6.6,21370,132,208,0,0,883,2896
1628,Juwanna Mann,2002,Jesse Vaughan,Vivica A. Fox,91,3,15600000,13571817,4.5,5312,40,32,10,939,890,3104
1629,Slow Burn,2005,Wayne Beach,Mekhi Phifer,93,0,15500000,1181197,5.9,3299,24,40,7,191,1000,4329
1630,Slither,2006,James Gunn,Dustin Milligan,95,0,15500000,7774730,6.5,61912,352,251,571,0,499,1120
1631,American Beauty,1999,Sam Mendes,Kevin Spacey,122,0,15000000,130058047,8.4,822500,2715,176,0,22000,18000,19078
1632,Twins,1988,Ivan Reitman,Kelly Preston,107,1,15000000,111936400,6.0,87538,79,27,425,0,742,2151
1633,The Yellow Handkerchief,2008,Udayan Prasad,Kristen Stewart,102,1,15500000,317040,6.8,6723,36,60,4,1000,17000,30978
1634,The Color Purple,1985,Steven Spielberg,Oprah Winfrey,154,0,15000000,94175854,7.8,60988,199,70,14000,6000,852,2592
1635,The Imitation Game,2014,Morten Tyldum,Benedict Cumberbatch,114,1,14000000,91121452,8.1,467613,608,454,77,165000,19000,20295
1636,Private Benjamin,1980,Howard Zieff,Eileen Brennan,109,1,10000000,69800000,6.1,18140,60,25,6,855,1000,2419
1637,Diary of a Wimpy Kid,2010,Thor Freudenthal,Chlo Grace Moretz,94,1,15000000,64001297,6.2,32002,103,111,87,0,17000,20154
1638,Mama,2013,Andrs Muschietti,Javier Botet,100,1,20000000,71588220,6.2,134869,304,393,127,57000,1000,1949
1640,National Lampoon's Vacation,1983,Harold Ramis,Beverly D'Angelo,98,1,15000000,61400000,7.4,71183,183,55,11000,0,816,3617
1641,Bad Grandpa,2013,Jeff Tremaine,Jackson Nicoll,102,0,15000000,101978840,6.6,77724,162,157,79,26000,925,1018
1642,The Queen,2006,Stephen Frears,Roger Allam,94,0,9800000,56437947,7.3,85333,421,280,350,0,326,486
1643,Beetlejuice,1988,Tim Burton,Catherine O'Hara,92,3,15000000,73326666,7.5,189413,306,109,13000,15000,925,1953
1644,Why Did I Get Married?,2007,Tyler Perry,Michael Jai White,113,8,15000000,55184721,5.6,9811,100,41,0,1000,2000,6510
1645,Little Women,1994,Gillian Armstrong,Christian Bale,115,4,15000000,50003300,7.3,36624,132,27,44,0,23000,29370
1646,The Woman in Black,2012,James Watkins,Daniel Radcliffe,95,0,17000000,54322273,6.4,139749,509,462,43,29000,11000,11946
1647,When a Stranger Calls,2006,Simon West,Madeline Carroll,87,0,15000000,47860214,5.0,34711,468,152,165,0,1000,2452
1648,Big Fat Liar,2002,Shawn Levy,Frankie Muniz,88,1,15000000,47811275,5.4,29008,99,69,189,896,934,3707
1649,Wag the Dog,1997,Barry Levinson,Robert De Niro,97,0,15000000,43022524,7.1,67604,218,130,272,12000,22000,29252
1650,The Lizzie McGuire Movie,2003,Jim Fall,Clayton Snyder,94,1,17000000,42672630,5.3,27580,172,66,13,0,925,3423
1651,Snitch,2013,Ric Roman Waugh,Dwayne Johnson,112,1,15000000,42919096,6.5,64747,122,238,29,12000,12000,15800
1652,Krampus,2015,Michael Dougherty,Adam Scott,98,0,15000000,42592530,6.2,29867,181,198,66,27000,3000,4567
1653,The Faculty,1998,Robert Rodriguez,Jordana Brewster,104,1,15000000,40064955,6.4,92074,502,154,0,0,4000,12170
1654,Cop Land,1997,James Mangold,Robert De Niro,120,3,10000000,44886089,6.9,69576,207,131,446,2000,22000,40117
1655,Not Another Teen Movie,2001,Joel Gallen,Chris Evans,99,0,16000000,37882551,5.7,80305,393,97,11,0,11000,15369
1656,End of Watch,2012,David Ayer,Jake Gyllenhaal,109,2,7000000,40983001,7.7,181025,336,355,453,38000,15000,27788
1658,The Skulls,2000,Rob Cohen,Paul Walker,106,0,15000000,35007180,5.6,26846,193,102,357,0,23000,26652
1659,The Theory of Everything,2014,James Marsh,Eddie Redmayne,123,0,15000000,35887263,7.7,265507,388,419,120,90000,13000,14100
1660,Malibu's Most Wanted,2003,John Whitesell,Greg Grunberg,86,3,16000000,34308901,5.1,15939,87,37,14,0,833,4435
1661,Where the Heart Is,2000,Matt Williams,Natalie Portman,120,2,15000000,33771174,6.8,27044,240,78,18,0,20000,22383
1662,Halloween II,2009,Rob Zombie,Scout Taylor-Compton,119,0,15000000,33386128,4.9,36372,491,220,0,3000,908,3226
1663,Wild,2014,Jean-Marc Valle,Michiel Huisman,115,1,15000000,37877959,7.1,86664,252,349,212,38000,2000,4896
1664,The Last House on the Left,2009,Dennis Iliadis,Tony Goldwyn,114,0,15000000,32721635,6.6,67822,279,241,29,0,956,3861
1665,The Wedding Date,2005,Clare Kilner,Jack Davenport,90,0,15000000,31585300,6.1,38248,250,103,6,0,1000,2666
1666,Halloween: Resurrection,2002,Rick Rosenthal,Jamie Lee Curtis,94,5,15000000,30259652,4.1,26905,614,151,28,0,2000,5440
1667,The Princess Bride,1987,Rob Reiner,Robin Wright,98,0,16000000,30857814,8.1,294163,718,185,0,33000,18000,20060
1668,The Great Debaters,2007,Denzel Washington,Denzel Washington,126,1,15000000,30226144,7.6,47626,118,112,18000,0,18000,22745
1669,The Object of My Affection,1998,Nicholas Hytner,Liam Aiken,111,0,15000000,29106737,6.0,15582,132,65,13,849,818,1450
1670,28 Weeks Later,2007,Juan Carlos Fresnadillo,Jeremy Renner,100,1,15000000,28637507,7.0,212167,713,274,35,0,10000,11471
1671,When the Game Stands Tall,2014,Thomas Carter,Jessie T. Usher,115,0,15000000,30127963,6.7,12596,64,50,49,0,116,525
1672,Because of Winn-Dixie,2005,Wayne Wang,Cicely Tyson,106,5,14000000,32645546,6.4,8427,88,96,61,1000,907,3462
1673,Love & Basketball,2000,Gina Prince-Bythewood,Alfre Woodard,124,0,15000000,27441122,7.2,14322,116,68,107,0,1000,5135
1674,Grosse Pointe Blank,1997,George Armitage,Minnie Driver,107,1,15000000,28014536,7.4,73347,296,111,5,0,893,2044
1675,All About Steve,2009,Phil Traill,Bradley Cooper,99,3,15000000,33860010,4.8,33088,143,128,3,0,14000,16461
1676,Book of Shadows: Blair Witch 2,2000,Joe Berlinger,Kim Director,90,0,15000000,26421314,4.0,28964,457,160,31,949,193,608
1677,The Craft,1996,Andrew Fleming,Christine Taylor,101,0,15000000,24881000,6.2,57140,195,93,26,6000,838,1812
1678,Match Point,2005,Woody Allen,Scarlett Johansson,119,3,15000000,23089926,7.7,166269,735,278,11000,0,19000,20391
1679,Ramona and Beezus,2010,Elizabeth Allen Rosenbaum,Sierra McCormick,103,2,15000000,26161406,6.7,13874,52,81,20,0,512,1002
1680,The Remains of the Day,1993,James Ivory,Anthony Hopkins,134,1,11500000,22954968,7.9,45703,156,58,133,0,12000,12749
1681,Boogie Nights,1997,Paul Thomas Anderson,Don Cheadle,155,15,15000000,26384919,7.9,189032,560,153,0,0,3000,3677
1682,Nowhere to Run,1993,Robert Harmon,Kieran Culkin,94,0,15000000,22189039,5.5,17074,55,25,11,466,1000,2210
1683,Flicka,2006,Michael Mayer,Alison Lohman,95,0,15000000,20998709,6.2,6095,76,46,15,1000,1000,3845
1684,The Hills Have Eyes II,2007,Martin Weisz,Jeff Kober,89,0,15000000,20801344,5.1,49721,211,161,7,0,919,2559
1685,Urban Legends: Final Cut,2000,John Ottman,Loretta Devine,97,2,14000000,21468807,4.1,13048,227,108,83,243,912,2682
1686,Tuck Everlasting,2002,Jay Russell,William Hurt,90,2,15000000,19158074,6.7,17983,127,69,13,0,882,2661
1687,The Marine,2006,John Bonito,Kelly Carlson,92,1,20000000,18843314,4.7,27486,284,78,8,0,472,1045
1688,Keanu,2016,Peter Atencio,Nia Long,100,2,15000000,20566327,6.4,15385,84,129,10,0,826,2958
1689,Disturbing Behavior,1998,David Nutter,Bruce Greenwood,84,3,15000000,17411331,5.5,17328,237,96,119,673,989,4660
1690,The November Man,2014,Roger Donaldson,Luke Bracey,108,2,15000000,24984868,6.3,50056,152,172,79,0,775,3033
1691,Eye of the Beholder,1999,Stephan Elliott,Jason Priestley,109,1,15000000,16459004,4.9,13320,415,88,11,327,471,1069
1692,The Hurt Locker,2008,Kathryn Bigelow,Jeremy Renner,131,0,15000000,15700000,7.6,332065,876,388,0,16000,10000,11114
1693,Firestarter,1984,Mark L. Lester,Heather Locklear,114,1,15000000,15100000,6.0,22797,96,45,73,0,695,3444
1694,Killing Them Softly,2012,Andrew Dominik,Brad Pitt,97,1,15000000,14938570,6.2,111625,369,414,181,20000,11000,14025
1695,A Most Wanted Man,2014,Anton Corbijn,Philip Seymour Hoffman,122,3,15000000,17237244,6.8,57210,158,291,210,13000,22000,22574
1696,Freddy Got Fingered,2001,Tom Green,Rip Torn,87,1,15000000,14249005,4.5,39788,619,97,374,0,826,2689
1697,The Pirates Who Don't Do Anything: A VeggieTales Movie,2008,Mike Nawrocki,Yuri Lowenthal,85,0,15000000,12701880,5.7,2037,22,37,12,175,354,568
1698,Highlander: Endgame,2000,Douglas Aarniokoski,Christopher Lambert,101,1,15000000,12801190,4.6,16340,355,90,36,356,1000,2764
1699,Idlewild,2006,Bryan Barber,Cicely Tyson,121,4,15000000,12549485,6.2,4603,91,81,16,489,907,3633
1700,One Day,2011,Lone Scherfig,Anne Hathaway,107,0,15000000,13766014,7.0,106111,181,221,92,49000,11000,17627
1701,Whip It,2009,Drew Barrymore,Daniel Stern,111,1,15000000,13034417,6.9,55665,118,230,0,10000,796,2633
1702,Confidence,2003,James Foley,Louis Lombardi,97,3,15000000,12212417,6.7,30643,144,119,164,622,436,1172
1703,The Muse,1999,Albert Brooks,Jeff Bridges,97,2,15000000,11614236,5.6,9294,140,97,745,251,12000,15209
1704,De-Lovely,2004,Irwin Winkler,Kevin McNally,125,7,20000000,13337299,6.6,9649,226,119,34,1000,427,729
1705,New York Stories,1989,Woody Allen,Woody Allen,124,0,15000000,10763469,6.4,13692,55,42,11000,877,11000,12685
1706,The Man with the Iron Fists,2012,RZA,Rick Yune,107,3,15000000,15608545,5.4,53471,224,208,561,29000,746,2377
1707,Home Fries,1998,Dean Parisot,Catherine O'Hara,91,2,15000000,10443316,5.0,7159,88,42,23,247,925,2913
1708,Here on Earth,2000,Mark Piznarski,Bruce Greenwood,96,1,15000000,10494147,5.1,7403,162,44,4,648,989,3142
1709,Brazil,1985,Terry Gilliam,Robert De Niro,142,0,15000000,9929000,8.0,152306,513,230,0,16000,22000,29475
1710,Raise Your Voice,2004,Sean McNamara,Oliver James,103,0,15000000,10411980,5.9,22649,212,46,80,1000,1000,4676
1711,The Big Lebowski,1998,Joel Coen,Philip Seymour Hoffman,117,1,15000000,17439163,8.2,537419,1028,249,0,35000,22000,47728
1712,Black Snake Moan,2006,Craig Brewer,Justin Timberlake,116,0,15000000,9396487,7.0,52421,200,197,153,0,3000,5012
1713,Dark Blue,2002,Ron Shelton,Khandi Alexander,118,1,15000000,9059588,6.6,17261,125,71,41,455,556,1873
1714,A Mighty Heart,2007,Michael Winterbottom,Angelina Jolie Pitt,108,0,16000000,9172810,6.7,24150,118,190,187,923,11000,12178
1715,Whatever It Takes,2000,David Raynr,James Franco,94,4,15000000,8735529,5.5,8055,89,50,9,816,11000,13524
1716,Boat Trip,2002,Mort Nathan,Vivica A. Fox,97,4,20000000,8586376,4.9,26598,132,63,2,1000,890,3161
1717,The Importance of Being Earnest,2002,Oliver Parker,Colin Firth,97,5,15000000,8378141,6.9,18966,141,104,32,0,14000,16502
1718,Hoot,2006,Wil Shriner,Logan Lerman,91,0,15000000,8080116,5.6,6562,66,49,6,647,8000,10732
1719,In Bruges,2008,Martin McDonagh,Elizabeth Berrington,107,1,15000000,7757130,8.0,307639,513,300,454,32000,65,173
1720,Peeples,2013,Tina Gordon Chism,Tyler James Williams,95,6,15000000,9123834,5.3,4065,33,43,24,0,931,3322
1721,The Rocker,2008,Peter Cattaneo,Emma Stone,102,4,15000000,6409206,6.2,32311,104,132,11,0,15000,33153
1722,Post Grad,2009,Vicky Jenson,J.K. Simmons,88,1,15000000,6373693,5.3,11498,53,97,96,0,24000,25637
1723,Promised Land,2012,Gus Van Sant,Matt Damon,106,1,15000000,7556708,6.6,30284,102,242,835,10000,13000,14544
1724,Whatever Works,2009,Woody Allen,Larry David,92,1,15000000,5306447,7.2,58967,169,218,11000,10000,860,2717
1725,The In Crowd,2000,Mary Lambert,Matthew Settle,105,4,15000000,5217498,4.6,3668,85,49,52,157,477,2312
1726,Kiss Kiss Bang Bang,2005,Shane Black,Robert Downey Jr.,103,2,15000000,4235837,7.6,175962,336,223,1000,0,21000,23932
1727,Idle Hands,1999,Rodman Flender,Vivica A. Fox,92,0,20000000,4002955,6.2,33745,198,59,6,0,890,3654
1728,You Will Meet a Tall Dark Stranger,2010,Woody Allen,Anthony Hopkins,98,0,22000000,3247816,6.3,36145,108,223,11000,0,12000,19310
1729,Never Let Me Go,2010,Mark Romanek,Andrew Garfield,103,0,15000000,2412045,7.2,109873,320,328,132,33000,10000,12867
1730,The Clan of the Cave Bear,1986,Michael Chapman,Curtis Armstrong,98,0,15000000,1953732,5.3,4996,62,21,70,843,876,1351
1731,Crazy in Alabama,1999,Antonio Banderas,Meat Loaf,111,0,15000000,1954202,6.3,5917,71,28,0,391,783,4834
1732,Funny Games,2007,Michael Haneke,Naomi Watts,111,0,15000000,1294640,6.5,69569,436,250,0,0,6000,6748
1733,Things to Do in Denver When You're Dead,1995,Gary Fleder,Steve Buscemi,115,2,7000000,529766,6.8,22345,144,52,39,0,12000,14889
1734,Buffalo Soldiers,2001,Gregor Jordan,Dean Stockwell,98,1,15000000,353743,6.9,20730,111,109,34,664,936,3578
1735,The Midnight Meat Train,2008,Ryhei Kitamura,Bradley Cooper,103,0,15000000,73548,6.1,47574,209,177,129,0,14000,18639
1736,The Son of No One,2011,Dito Montiel,Channing Tatum,90,5,15000000,28870,5.1,14280,41,62,68,0,17000,32814
1737,The Good Night,2007,Jake Paltrow,Stephen Graham,93,1,15000000,20380,5.9,7519,39,50,17,445,1000,1245
1738,Groundhog Day,1993,Harold Ramis,Bill Murray,101,1,14600000,70906973,8.1,437418,609,147,11000,38000,13000,15500
1739,Magic Mike XXL,2015,Gregory Jacobs,Matt Bomer,115,3,14800000,66009973,5.7,38202,135,222,13,41000,20000,38963
1740,Romeo + Juliet,1996,Baz Luhrmann,Leonardo DiCaprio,120,2,14500000,46338728,6.8,167750,506,106,1000,10000,29000,33791
1741,Unforgiven,1992,Clint Eastwood,Clint Eastwood,131,1,14400000,101157447,8.3,277505,495,131,16000,10000,16000,28544
1742,Crocodile Dundee II,1988,John Cornell,Paul Hogan,108,1,15800000,109306210,5.5,44096,62,32,5,489,442,717
1743,Born on the Fourth of July,1989,Oliver Stone,Tom Cruise,145,0,14000000,70001698,7.2,76842,173,72,0,4000,10000,12098
1744,Cool Runnings,1993,Jon Turteltaub,Doug E. Doug,98,1,15000000,68856263,6.9,69733,97,39,226,0,953,2496
1745,My Bloody Valentine,2009,Patrick Lussier,Jensen Ackles,101,0,15000000,51527787,5.5,45603,268,264,71,0,10000,14159
1747,Stomp the Yard,2007,Sylvain White,Chris Brown,109,0,14000000,61356221,5.2,19505,162,86,41,0,997,3544
1748,The Spy Who Loved Me,1977,Lewis Gilbert,Caroline Munro,123,2,14000000,46800000,7.1,76477,275,112,43,0,456,1326
1749,Urban Legend,1998,Jamie Blanks,Alicia Witt,99,4,14000000,38048637,5.5,47814,426,101,9,0,975,3500
1751,White Fang,1991,Randal Kleiser,Seymour Cassel,107,1,14000000,34793160,6.7,15730,31,10,116,0,327,552
1752,Superstar,1999,Bruce McCulloch,Will Ferrell,81,1,14000000,30628981,5.0,15047,160,43,54,2000,8000,10792
1753,The Iron Lady,2011,Phyllida Lloyd,Meryl Streep,105,1,13000000,29959436,6.4,82327,350,331,58,18000,11000,12894
1754,Jonah: A VeggieTales Movie,2002,Mike Nawrocki,Phil Vischer,82,0,14000000,25571351,6.6,3135,78,38,12,184,23,49
