movie_title,title_year,genres,plot_keywords,movie_imdb_link,director_name,actor_1_name,actor_2_name,actor_3_name,color,duration,language,country,facenumber_in_poster,aspect_ratio,content_rating,budget,gross,imdb_score,num_voted_users,num_user_for_reviews,num_critic_for_reviews,director_facebook_likes,movie_facebook_likes,actor_1_facebook_likes,actor_2_facebook_likes,actor_3_facebook_likes,cast_total_facebook_likes
American Dreamz,2006,Comedy|Music,chief of staff|contest|president|singing|terrorist,http://www.imdb.com/title/tt0465142/?ref_=fn_tt_tt_1,Paul Weitz,Judy Greer,Dennis Quaid,Chris Klein,Color,107,English,USA,6,1.85,PG-13,19000000,7156725,5.5,22639,217,153,80,300,2000,2000,841,5992
Superman IV: The Quest for Peace,1987,Action|Adventure|Family|Sci-Fi,box office flop|dc comics|hair|nuclear disarmament|superman,http://www.imdb.com/title/tt0094074/?ref_=fn_tt_tt_1,Sidney J. Furie,Jim Broadbent,Margot Kidder,William Hootkins,Color,134,English,UK,6,2.35,PG,17000000,15681020,3.6,33570,259,94,22,1000,1000,593,488,3007
Shanghai Surprise,1986,Adventure|Crime|Drama|Romance,china|missionary|opium|villain|year 1937,http://www.imdb.com/title/tt0091934/?ref_=fn_tt_tt_1,Jim Goddard,Victor Wong,Paul Freeman,Clyde Kusatsu,Color,97,English,UK,0,1.85,PG-13,17000000,2315683,3,4081,28,21,3,154,400,193,161,805
The Illusionist,2006,Drama|Mystery|Romance|Thriller,duchess|illusionist|magician|prince|supernatural power,http://www.imdb.com/title/tt0443543/?ref_=fn_tt_tt_1,Neil Burger,Rufus Sewell,Eddie Marsan,Jake Wood,Color,110,English,USA,3,1.85,PG-13,16000000,39825798,7.6,295375,645,236,168,15000,3000,979,96,4210
Roar,1981,Adventure|Horror|Thriller,chase|dead man|jungle|killing a lion|killing a tiger,http://www.imdb.com/title/tt0083001/?ref_=fn_tt_tt_1,Noel Marshall,Tippi Hedren,Melanie Griffith,Zakes Mokae,Color,102,English,USA,0,2.35,PG,17000000,2000000,6.4,1275,27,50,4,0,634,537,60,1262
The Apparition,2012,Horror|Thriller,e mail|evil spirit|experiment|fear|supernatural,http://www.imdb.com/title/tt1433822/?ref_=fn_tt_tt_1,Todd Lincoln,Julianna Guill,Rick Gomez,Tim Williams,Color,83,English,USA,1,2.35,PG-13,17000000,4930798,4.1,16268,108,145,57,0,465,152,62,730
My Girl,1991,Comedy|Drama|Family|Romance,best friend|funeral|girl|overalls|summer,http://www.imdb.com/title/tt0102492/?ref_=fn_tt_tt_1,Howard Zieff,Macaulay Culkin,Jamie Lee Curtis,Griffin Dunne,Color,102,English,USA,1,1.85,PG-13,16500000,59847242,6.8,55895,115,31,6,0,3000,2000,165,5433
Fur: An Imaginary Portrait of Diane Arbus,2006,Biography|Drama|Romance,character name in title|diane arbus|male full frontal nudity|photographer|pubic hair,http://www.imdb.com/title/tt0422295/?ref_=fn_tt_tt_1,Steven Shainberg,Robert Downey Jr.,Ty Burrell,Matt Servitto,Color,122,English,USA,2,1.85,R,16800000,220914,6.5,13239,97,105,30,0,21000,3000,260,25173
The Illusionist,2006,Drama|Mystery|Romance|Thriller,duchess|illusionist|magician|prince|supernatural power,http://www.imdb.com/title/tt0443543/?ref_=fn_tt_tt_1,Neil Burger,Rufus Sewell,Eddie Marsan,Jake Wood,Color,110,English,USA,3,1.85,PG-13,16000000,39825798,7.6,295375,645,236,168,15000,3000,979,96,4210
Wall Street,1987,Crime|Drama,1980s|argument|critique of capitalism|f word|fired from the job,http://www.imdb.com/title/tt0094291/?ref_=fn_tt_tt_1,Oliver Stone,Hal Holbrook,Tamara Tunie,James Karen,Color,126,English,USA,2,1.85,R,15000000,43848100,7.4,119150,219,114,0,0,826,508,168,1607
Sense and Sensibility,1995,Drama|Romance,1810s|female protagonist|horseback riding|inheritance|three word title,http://www.imdb.com/title/tt0114388/?ref_=fn_tt_tt_1,Ang Lee,Alan Rickman,Kate Winslet,Tom Wilkinson,Color,136,English,USA,2,1.85,PG,16500000,42700000,7.7,78392,196,69,0,0,25000,14000,1000,41059
Becoming Jane,2007,Biography|Drama|Romance,country estate|jane austen|lady|love|writing,http://www.imdb.com/title/tt0416508/?ref_=fn_tt_tt_1,Julian Jarrold,Anne Hathaway,Julie Walters,Laurence Fox,Color,120,English,UK,1,2.35,PG,16500000,18663911,7.1,46204,151,150,11,0,11000,838,281,12554
Sydney White,2007,Comedy|Romance,college|college girl|female protagonist|sorority|sorority house,http://www.imdb.com/title/tt0815244/?ref_=fn_tt_tt_1,Joe Nussbaum,Danny Strong,Matt Long,Samm Levine,Color,108,English,USA,2,2.35,PG-13,16500000,11702090,6.3,37700,50,72,18,0,714,701,433,2785
House of Sand and Fog,2003,Drama,auction|home|house|iranian|marriage,http://www.imdb.com/title/tt0315983/?ref_=fn_tt_tt_1,Vadim Perelman,Frances Fisher,Kim Dickens,Ron Eldard,Color,126,English,USA,0,1.85,R,15000000,13005485,7.6,56665,469,158,26,0,638,624,385,2282
Dumb & Dumber,1994,Comedy,briefcase full of money|character repeating someone else's dialogue|character says i love you|friendship|reference to cinderella,http://www.imdb.com/title/tt0109686/?ref_=fn_tt_tt_1,Peter Farrelly,Lauren Holly,Mike Starr,Teri Garr,Color,113,English,USA,2,1.85,PG-13,16000000,127175354,7.3,288451,438,84,137,0,879,854,481,2985
When Harry Met Sally...,1989,Comedy|Drama|Romance,friendship|love|male female friendship|new york|sex,http://www.imdb.com/title/tt0098635/?ref_=fn_tt_tt_1,Rob Reiner,Bruno Kirby,Gretchen Palmer,Harley Jane Kozak,Color,89,English,USA,0,1.85,R,16000000,92823600,7.6,149108,273,114,0,0,227,73,62,485
The Verdict,1982,Drama,archdiocese|court|hospital|lawyer|malpractice,http://www.imdb.com/title/tt0084855/?ref_=fn_tt_tt_1,Sidney Lumet,Charlotte Rampling,James Mason,Jack Warden,Color,129,English,USA,0,1.85,R,16000000,54000000,7.8,26310,154,79,0,0,844,617,359,2330
Road Trip,2000,Comedy,blonde|college|friend|highway travel|road trip,http://www.imdb.com/title/tt0215129/?ref_=fn_tt_tt_1,Todd Phillips,Ethan Suplee,Rachel Blanchard,Paulo Costanzo,Color,94,English,USA,5,1.85,R,15600000,68525609,6.5,132963,302,103,480,0,1000,490,486,3889
Varsity Blues,1999,Comedy|Drama|Romance|Sport,coach|coyote|popularity|quarterback|texas,http://www.imdb.com/title/tt0139699/?ref_=fn_tt_tt_1,Brian Robbins,Paul Walker,Ron Lester,Mark Walters,Color,106,English,USA,0,1.85,R,16000000,52885587,6.4,35312,267,67,48,0,23000,255,35,23369
The Unborn,2009,Drama|Fantasy|Horror|Mystery|Thriller,babysitting|experiment|nightmare|possession|twin,http://www.imdb.com/title/tt1139668/?ref_=fn_tt_tt_1,David S. Goyer,Gary Oldman,Atticus Shaffer,Rachel Brosnahan,Color,89,English,USA,1,2.35,PG-13,16000000,42638165,4.8,42182,230,178,687,0,10000,787,389,12183
Moonrise Kingdom,2012,Adventure|Comedy|Drama|Romance,1960s|boy scouts|boy scouts camp|coming of age|young love,http://www.imdb.com/title/tt1748122/?ref_=fn_tt_tt_1,Wes Anderson,Bruce Willis,Bill Murray,Bob Balaban,Color,94,English,USA,2,1.85,PG-13,16000000,45507053,7.8,237848,377,487,0,71000,13000,13000,559,27911
The Texas Chainsaw Massacre: The Beginning,2006,Horror,cannibal|car accident|leatherface|psychopath|slaughterhouse,http://www.imdb.com/title/tt0420294/?ref_=fn_tt_tt_1,Jonathan Liebesman,Matt Bomer,Jordana Brewster,Lew Temple,Color,83,English,USA,0,1.85,R,16000000,39511038,5.9,56269,366,196,473,0,20000,4000,597,26402
The Young Messiah,2016,Drama,based on novel,http://www.imdb.com/title/tt1002563/?ref_=fn_tt_tt_1,Cyrus Nowrasteh,Clive Russell,Vincent Walsh,Finn Ireland,Color,111,English,USA,0,2.35,PG-13,18500000,6462576,5.4,1449,30,24,19,0,241,118,107,824
The Master of Disguise,2002,Comedy|Family,disguise|mask|master of disguise|restaurant|waiter,http://www.imdb.com/title/tt0295427/?ref_=fn_tt_tt_1,Perry Andelin Blake,Jennifer Esposito,Kenan Thompson,James Brolin,Color,80,English,USA,2,1.85,PG,16000000,40363530,3.3,18254,307,56,11,1000,911,521,499,3058
See Spot Run,2001,Action|Comedy|Crime|Family,boy|fbi|mailman|van|witness protection,http://www.imdb.com/title/tt0250720/?ref_=fn_tt_tt_1,John Whitesell,Leslie Bibb,Angus T. Jones,Paul Sorvino,Color,94,English,USA,0,1.85,PG,35000000,33357476,5.4,7392,53,51,14,393,1000,1000,635,4194
Baby Boy,2001,Crime|Drama|Romance|Thriller,cartoon on tv|family relationships|physical abuse|single parent|two word title,http://www.imdb.com/title/tt0255819/?ref_=fn_tt_tt_1,John Singleton,Mo'Nique,Snoop Dogg,Angell Conwell, Black and White,130,English,USA,2,1.85,R,16000000,28734552,6.4,9566,81,41,309,1000,939,881,522,3107
The Roommate,2011,Drama|Horror|Thriller,animal abuse(non graphic)|cat killer|college|dead cat|death of cat,http://www.imdb.com/title/tt1265990/?ref_=fn_tt_tt_1,Christian E. Christiansen,Leighton Meester,Danneel Ackles,Frances Fisher,Color,91,English,USA,1,2.35,PG-13,16000000,37300107,4.8,29147,115,138,26,0,3000,1000,638,5349
Joe Dirt,2001,Adventure|Comedy|Drama,first part|grand canyon|highway travel|indian|janitor,http://www.imdb.com/title/tt0245686/?ref_=fn_tt_tt_1,Dennie Gordon,Brittany Daniel,Erik Per Sullivan,Fred Ward,Color,91,English,USA,0,1.85,PG-13,17700000,27087695,5.9,41664,205,78,29,0,861,593,459,2543
Double Impact,1991,Action|Crime,boat|hong kong|murder|tunnel|twins,http://www.imdb.com/title/tt0101764/?ref_=fn_tt_tt_1,Sheldon Lettich,Bolo Yeung,Alonna Shaw,Kamel Krifa,Color,110,English,USA,2,1.85,R,15000000,30102717,5.5,28736,72,40,23,0,633,67,51,874
Hot Fuzz,2007,Action|Comedy|Mystery,accident|conspiracy|police|police officer|village,http://www.imdb.com/title/tt0425112/?ref_=fn_tt_tt_1,Edgar Wright,Bill Bailey,Joe Cornish,Billie Whitelaw,Color,121,English,UK,1,2.35,R,8000000,23618786,7.9,352695,687,285,1000,17000,175,115,108,485
The Women,2008,Comedy|Drama,beauty salon|divorce|fashion|new york|perfume,http://www.imdb.com/title/tt0430770/?ref_=fn_tt_tt_1,Diane English,Jada Pinkett Smith,Debi Mazar,Debra Messing,Color,114,English,USA,4,1.85,PG-13,16500000,26896744,4.9,16582,125,124,15,0,851,680,650,3485
Bad Moms,2016,Comedy,lesbian kiss|mom|pta|reference to mad max|scene during end credits,http://www.imdb.com/title/tt4651520/?ref_=fn_tt_tt_1,Jon Lucas,Mila Kunis,Jay Hernandez,Jada Pinkett Smith,Color,100,English,USA,9,,R,20000000,55461307,6.7,4654,46,81,24,18000,15000,1000,851,18786
Boys and Girls,2000,Comedy|Drama|Romance,best friend|break up|friendship|graduation|male in underwear,http://www.imdb.com/title/tt0204175/?ref_=fn_tt_tt_1,Robert Iscove,Alyson Hannigan,Amanda Detmer,Tsianina Joelson,Color,94,English,USA,3,1.85,PG-13,16000000,20627372,5.3,13661,134,67,7,487,3000,240,95,3451
White Oleander,2002,Drama,california|foster home|love|oleander|prison,http://www.imdb.com/title/tt0283139/?ref_=fn_tt_tt_1,Peter Kosminsky,Patrick Fugit,Cole Hauser,Marc Donato,Color,109,English,USA,0,1.85,PG-13,16000000,16346122,7.2,25549,171,103,7,0,835,787,450,2572
Jennifer's Body,2009,Comedy|Fantasy|Horror,cannibalism|cheerleader|condom|hook for hand|satanic ritual,http://www.imdb.com/title/tt1131734/?ref_=fn_tt_tt_1,Karyn Kusama,J.K. Simmons,Amy Sedaris,Cynthia Stevenson,Color,107,English,USA,1,1.85,R,16000000,16204793,5.1,92712,294,300,45,6000,24000,396,271,24805
Drowning Mona,2000,Comedy|Crime|Mystery,crying woman|plot|suspect|waitress|younger man older woman relationship,http://www.imdb.com/title/tt0186045/?ref_=fn_tt_tt_1,Nick Gomez,Will Ferrell,Jamie Lee Curtis,Tracey Walter,Color,96,English,USA,0,1.85,PG-13,16000000,15427192,5.6,11768,148,84,22,492,8000,2000,324,11078
Radio Days,1987,Comedy,beach|cigarette girl|radio|woman holding a baby|working class,http://www.imdb.com/title/tt0093818/?ref_=fn_tt_tt_1,Woody Allen,Mike Starr,Don Pardo,Julie Kavner,Color,88,English,USA,0,1.85,PG,16000000,14792779,7.6,24256,91,64,11000,0,854,410,233,1653
Left Behind,2014,Action|Drama|Fantasy|Mystery|Thriller,bible quote|chaos|faith|riot|shrine,http://www.imdb.com/title/tt2467046/?ref_=fn_tt_tt_1,Vic Armstrong,Nicolas Cage,Lea Thompson,Quinton Aaron,Color,110,English,USA,1,2.35,PG-13,16000000,13998282,3.1,24854,374,169,179,31000,12000,1000,734,15044
Remember Me,2010,Drama|Romance,binge drinking|new york|new york city|september 11 2001|suicide,http://www.imdb.com/title/tt1403981/?ref_=fn_tt_tt_1,Allen Coulter,Robert Pattinson,Lena Olin,Ruby Jerins,Color,113,English,USA,0,1.85,PG-13,16000000,19057024,7.2,113963,361,158,47,24000,21000,541,238,22088
How to Deal,2003,Comedy|Drama|Romance,best friend|high school|mother|sister|wedding,http://www.imdb.com/title/tt0319524/?ref_=fn_tt_tt_1,Clare Kilner,Dylan Baker,Alexandra Holden,Trent Ford,Color,101,English,USA,1,1.85,PG-13,16000000,14108518,5.7,8215,95,46,6,371,812,326,258,1882
My Stepmother Is an Alien,1988,Comedy|Romance|Sci-Fi,alien|earth|female alien|mission|secret,http://www.imdb.com/title/tt0095687/?ref_=fn_tt_tt_1,Richard Benjamin,Jon Lovitz,Alyson Hannigan,Tony Jay,Color,105,English,USA,0,1.85,PG-13,20000000,13854000,5.2,21079,55,15,121,818,11000,3000,384,14677
Philadelphia,1993,Drama,aids|city name in title|gay|homophobia|lawyer,http://www.imdb.com/title/tt0107818/?ref_=fn_tt_tt_1,Jonathan Demme,Denzel Washington,Tom Hanks,Jason Robards,Color,125,English,USA,2,1.85,PG-13,26000000,77324422,7.7,178731,261,68,438,0,18000,15000,372,33865
Duets,2000,Comedy|Drama|Music,convict|karaoke|middle america|salesman|singer,http://www.imdb.com/title/tt0134630/?ref_=fn_tt_tt_1,Bruce Paltrow,Lochlyn Munro,Marian Seldes,Huey Lewis,Color,112,English,USA,0,1.85,R,15000000,4734235,6,8217,123,65,28,573,555,403,215,1227
Hollywood Ending,2002,Comedy|Romance,blind|director|psychosomatic blindness|self deprecating|studio,http://www.imdb.com/title/tt0278823/?ref_=fn_tt_tt_1,Woody Allen,Woody Allen,Debra Messing,Treat Williams,Color,112,English,USA,0,1.85,PG-13,16000000,4839383,6.6,21613,148,109,11000,762,11000,650,642,12766
Detroit Rock City,1999,Comedy|Music,band|concert|high school|kiss|teenager,http://www.imdb.com/title/tt0165710/?ref_=fn_tt_tt_1,Adam Rifkin,Natasha Lyonne,Lin Shaye,Shannon Tweed,Color,95,English,USA,0,2.35,R,15000000,4193025,6.8,30682,194,42,89,0,1000,852,322,2518
Highlander,1986,Action|Adventure|Fantasy,combat|head cut off|immortal|scotland|swordsman,http://www.imdb.com/title/tt0091203/?ref_=fn_tt_tt_1,Russell Mulcahy,Christopher Lambert,Jon Polito,Celia Imrie,Color,110,English,UK,1,1.85,R,16000000,5900000,7.2,98629,316,112,85,0,1000,309,186,1852
Things We Lost in the Fire,2007,Drama,best friend|dinner|garage|narcotics anonymous|recovery,http://www.imdb.com/title/tt0469623/?ref_=fn_tt_tt_1,Susanne Bier,Alison Lohman,Omar Benson Miller,Robin Weigert,Color,118,English,USA,1,2.35,R,16000000,2849142,7.2,24104,88,146,369,0,1000,418,295,1889
The Immigrant,2013,Drama|Romance,immigrant|immigration|magician|money|prostitution,http://www.imdb.com/title/tt1951181/?ref_=fn_tt_tt_1,James Gray,Jeremy Renner,Dagmara Dominczyk,Angela Sarafyan,Color,120,English,USA,3,2.35,R,16000000,1984743,6.6,20616,70,230,115,0,10000,316,310,11019
The White Countess,2005,Drama|History|Romance|War,countess|diplomat|japanese|russian|shanghai,http://www.imdb.com/title/tt0384686/?ref_=fn_tt_tt_1,James Ivory,Vanessa Redgrave,Natasha Richardson,Lynn Redgrave,Color,135,English,UK,0,1.66,PG-13,16000000,1666262,6.7,5321,78,64,133,356,898,708,258,2096
Trance,2013,Crime|Drama|Mystery|Thriller,amnesia|criminal|heist|hypnotherapy|lost painting,http://www.imdb.com/title/tt1924429/?ref_=fn_tt_tt_1,Danny Boyle,Rosario Dawson,Spencer Wilding,Tuppence Middleton,Color,101,English,UK,0,2.35,R,20000000,2319187,7,92640,212,393,0,23000,3000,1000,888,5056
Soul Plane,2004,Comedy,airline|airplane|bathroom|sex|toilet,http://www.imdb.com/title/tt0367085/?ref_=fn_tt_tt_1,Jessy Terrero,Mo'Nique,Snoop Dogg,Tom Arnold,Color,92,English,USA,9,1.85,R,16000000,13922211,4.4,18271,150,75,29,0,939,881,618,3935
Good,2008,Drama|Romance|War,censorship|children|corpse|heil hitler|suffering,http://www.imdb.com/title/tt0436364/?ref_=fn_tt_tt_1,Vicente Amorim,Viggo Mortensen,Jodie Whittaker,Steven Mackintosh,Color,92,English,UK,1,2.35,R,15000000,23091,6.2,5664,42,67,6,921,10000,304,227,11091
Vamps,2012,Comedy|Horror|Romance,murder|new york city|one word title|vampire|vampire slayer,http://www.imdb.com/title/tt1545106/?ref_=fn_tt_tt_1,Amy Heckerling,Taylor Negron,Justin Kirk,Ivan Sergei,Color,92,English,USA,2,1.78,PG-13,16000000,2964,5.1,7444,42,54,143,0,1000,945,613,3086
The Homesman,2014,Drama|Western,abusive marriage|pastor|prison wagon|roast pig|suicide by hanging,http://www.imdb.com/title/tt2398231/?ref_=fn_tt_tt_1,Tommy Lee Jones,Barry Corbin,Tim Blake Nelson,Miranda Otto,Color,122,English,USA,1,2.35,R,16000000,2428883,6.6,21370,132,208,0,0,883,596,567,2896
Juwanna Mann,2002,Comedy|Drama|Romance|Sport,basketball|dodge viper|hit in the crotch|male nudity|the star spangled banner,http://www.imdb.com/title/tt0247444/?ref_=fn_tt_tt_1,Jesse Vaughan,Vivica A. Fox,Jenifer Lewis,Kevin Pollak,Color,91,English,USA,3,1.85,PG-13,15600000,13571817,4.5,5312,40,32,10,939,890,578,574,3104
Slow Burn,2005,Drama|Mystery|Thriller,district attorney|interview|murder|prosecutor|reporter,http://www.imdb.com/title/tt0376196/?ref_=fn_tt_tt_1,Wayne Beach,Mekhi Phifer,LL Cool J,Fisher Stevens,Color,93,English,USA,0,1.85,R,15500000,1181197,5.9,3299,24,40,7,191,1000,1000,922,4329
Slither,2006,Comedy|Horror|Sci-Fi,alien|b movie|sex|slug|small town,http://www.imdb.com/title/tt0439815/?ref_=fn_tt_tt_1,James Gunn,Dustin Milligan,Gregg Henry,Tania Saulnier,Color,95,English,Canada,0,1.85,R,15500000,7774730,6.5,61912,352,251,571,0,499,298,102,1120
American Beauty,1999,Drama,domestic violence|drug dealer|homosexuality|midlife crisis|unfaithfulness,http://www.imdb.com/title/tt0169547/?ref_=fn_tt_tt_1,Sam Mendes,Kevin Spacey,Peter Gallagher,Ara Celi,Color,122,English,USA,0,2.35,R,15000000,130058047,8.4,822500,2715,176,0,22000,18000,828,158,19078
Twins,1988,Comedy|Crime,bare chested male|brother|catholic orphanage|long lost siblings|twins,http://www.imdb.com/title/tt0096320/?ref_=fn_tt_tt_1,Ivan Reitman,Kelly Preston,Tony Jay,Hugh O'Brian,Color,107,English,USA,1,1.85,PG,15000000,111936400,6,87538,79,27,425,0,742,384,247,2151
The Yellow Handkerchief,2008,Drama|Romance,louisiana|overalls|road trip|southern u.s.|teenage boy,http://www.imdb.com/title/tt0954990/?ref_=fn_tt_tt_1,Udayan Prasad,Kristen Stewart,Eddie Redmayne,William Hurt,Color,102,English,USA,1,2.35,PG-13,15500000,317040,6.8,6723,36,60,4,1000,17000,13000,882,30978
The Color Purple,1985,Drama,book strap|girl|racial discrimination|racial tension|stereotype,http://www.imdb.com/title/tt0088939/?ref_=fn_tt_tt_1,Steven Spielberg,Oprah Winfrey,Rae Dawn Chong,Dana Ivey,Color,154,English,USA,0,1.85,PG-13,15000000,94175854,7.8,60988,199,70,14000,6000,852,581,271,2592
The Imitation Game,2014,Biography|Drama|Thriller|War,crossword puzzle|cryptography|enigma code|gay lead character|world war two,http://www.imdb.com/title/tt2084970/?ref_=fn_tt_tt_1,Morten Tyldum,Benedict Cumberbatch,Rory Kinnear,Allen Leech,Color,114,English,UK,1,2.35,PG-13,14000000,91121452,8.1,467613,608,454,77,165000,19000,393,305,20295
Private Benjamin,1980,Comedy|War,camera shot of feet|female stockinged feet|loss of husband|pantyhose|suntan pantyhose,http://www.imdb.com/title/tt0081375/?ref_=fn_tt_tt_1,Howard Zieff,Eileen Brennan,Albert Brooks,Alan Oppenheimer,Color,109,English,USA,1,1.85,R,10000000,69800000,6.1,18140,60,25,6,855,1000,745,271,2419
Diary of a Wimpy Kid,2010,Comedy|Family,cheese|diary|friend|middle school|school,http://www.imdb.com/title/tt1196141/?ref_=fn_tt_tt_1,Thor Freudenthal,Chlo Grace Moretz,Zachary Gordon,Rachael Harris,Color,94,English,USA,1,1.85,PG,15000000,64001297,6.2,32002,103,111,87,0,17000,975,569,20154
Mama,2013,Fantasy|Horror,aunt|children|death of sister|forest|hiding in a closet,http://www.imdb.com/title/tt2023587/?ref_=fn_tt_tt_1,Andrs Muschietti,Javier Botet,Megan Charpentier,Isabelle Nlisse,Color,100,English,Canada,1,1.85,PG-13,20000000,71588220,6.2,134869,304,393,127,57000,1000,340,250,1949
Halloween,1978,Horror|Thriller,halloween|masked killer|michael myers|slasher|trick or treat,http://www.imdb.com/title/tt0077651/?ref_=fn_tt_tt_1,John Carpenter,Jamie Lee Curtis,Donald Pleasence,P.J. Soles,Color,101,English,USA,0,2.35,R,300000,47000000,7.9,157857,1191,318,0,12000,2000,742,598,4400
National Lampoon's Vacation,1983,Adventure|Comedy,amusement park|dog|family vacation|national lampoon series|vacation,http://www.imdb.com/title/tt0085995/?ref_=fn_tt_tt_1,Harold Ramis,Beverly D'Angelo,Randy Quaid,Jane Krakowski,Color,98,English,USA,1,1.85,R,15000000,61400000,7.4,71183,183,55,11000,0,816,695,624,3617
Bad Grandpa,2013,Comedy,child beauty pageant|grandson|hidden camera|jackass|road trip,http://www.imdb.com/title/tt3063516/?ref_=fn_tt_tt_1,Jeff Tremaine,Jackson Nicoll,Georgina Cates,Grasie Mercedes,Color,102,English,USA,0,1.85,R,15000000,101978840,6.6,77724,162,157,79,26000,925,38,27,1018
The Queen,2006,Biography|Drama,monarchy|prime minister|princess diana|queen|speech,http://www.imdb.com/title/tt0436697/?ref_=fn_tt_tt_1,Stephen Frears,Roger Allam,Sylvia Syms,Alex Jennings,Color,94,English,UK,0,1.85,PG-13,9800000,56437947,7.3,85333,421,280,350,0,326,48,39,486
Beetlejuice,1988,Comedy|Fantasy,attic|ghost|surrealism|teenage girl|yuppie,http://www.imdb.com/title/tt0094721/?ref_=fn_tt_tt_1,Tim Burton,Catherine O'Hara,Jeffrey Jones,Glenn Shadix,Color,92,English,USA,3,1.85,PG,15000000,73326666,7.5,189413,306,109,13000,15000,925,692,217,1953
